,Flow ID, Source IP, Source Port, Destination IP, Destination Port, Protocol, Timestamp, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length.1,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min,Label
42,216.58.218.228-10.42.0.151-443-54078-6,216.58.218.228,443,10.42.0.151,54078,6,22/06/2017 12:20:50,1167,1,2,0,0,0,0,0,0,0,0,0,0,0,2570.694087,583.5,689.4291117,1071,96,0,0,0,0,0,96,96,0,96,96,0,0,0,0,32,64,856.8980291,1713.796058,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,32,0,0,0,0,0,0,1,0,2,0,349,1546,0,32,0,0,0,0,0,0,0,0,Android_Scareware
43,172.217.12.206-10.42.0.151-443-52759-6,172.217.12.206,443,10.42.0.151,52759,6,22/06/2017 12:20:51,44,2,0,55,0,55,0,27.5,38.89087297,0,0,0,0,1250000,45454.54545,44,0,44,44,44,44,0,44,44,0,0,0,0,0,1,0,0,0,64,0,45454.54545,0,0,55,36.66666667,31.75426481,1008.333333,0,1,0,0,1,0,0,0,0,55,27.5,0,64,0,0,0,0,0,0,2,55,0,0,340,-1,0,32,0,0,0,0,0,0,0,0,Android_Scareware
44,172.217.12.206-10.42.0.151-443-52759-6,10.42.0.151,52759,172.217.12.206,443,6,22/06/2017 12:20:51,95,2,0,0,0,0,0,0,0,0,0,0,0,0,21052.63158,95,0,95,95,95,95,0,95,95,0,0,0,0,0,0,0,0,0,64,0,21052.63158,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,64,0,0,0,0,0,0,2,0,0,0,1502,-1,0,32,0,0,0,0,0,0,0,0,Android_Scareware
45,172.217.10.138-10.42.0.151-443-59276-6,172.217.10.138,443,10.42.0.151,59276,6,22/06/2017 12:21:29,29,2,0,55,0,55,0,27.5,38.89087297,0,0,0,0,1896551.724,68965.51724,29,0,29,29,29,29,0,29,29,0,0,0,0,0,1,0,0,0,64,0,68965.51724,0,0,55,36.66666667,31.75426481,1008.333333,0,1,0,0,1,0,0,0,0,55,27.5,0,64,0,0,0,0,0,0,2,55,0,0,340,-1,0,32,0,0,0,0,0,0,0,0,Android_Scareware
46,172.217.10.138-10.42.0.151-443-59276-6,10.42.0.151,59276,172.217.10.138,443,6,22/06/2017 12:21:29,6656,2,0,0,0,0,0,0,0,0,0,0,0,0,300.4807692,6656,0,6656,6656,6656,6656,0,6656,6656,0,0,0,0,0,0,0,0,0,64,0,300.4807692,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,64,0,0,0,0,0,0,2,0,0,0,1502,-1,0,32,0,0,0,0,0,0,0,0,Android_Scareware
47,172.217.11.3-10.42.0.151-443-50769-6,172.217.11.3,443,10.42.0.151,50769,6,22/06/2017 12:21:30,45,2,0,55,0,55,0,27.5,38.89087297,0,0,0,0,1222222.222,44444.44444,45,0,45,45,45,45,0,45,45,0,0,0,0,0,1,0,0,0,64,0,44444.44444,0,0,55,36.66666667,31.75426481,1008.333333,0,1,0,0,1,0,0,0,0,55,27.5,0,64,0,0,0,0,0,0,2,55,0,0,340,-1,0,32,0,0,0,0,0,0,0,0,Android_Scareware
48,172.217.11.3-10.42.0.151-443-50769-6,10.42.0.151,50769,172.217.11.3,443,6,22/06/2017 12:21:30,3147,2,0,0,0,0,0,0,0,0,0,0,0,0,635.5258977,3147,0,3147,3147,3147,3147,0,3147,3147,0,0,0,0,0,0,0,0,0,64,0,635.5258977,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,64,0,0,0,0,0,0,2,0,0,0,1502,-1,0,32,0,0,0,0,0,0,0,0,Android_Scareware
49,8.0.6.4-8.6.0.1-0-0-0,8.6.0.1,0,8.0.6.4,0,0,22/06/2017 12:19:16,87318082,2,0,0,0,0,0,0,0,0,0,0,0,0,0.022904763,87318082,0,87318082,87318082,87318082,87318082,0,87318082,87318082,0,0,0,0,0,0,0,0,0,0,0,0.022904763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,87318082,0,87318082,87318082,Android_Scareware
50,172.217.10.138-10.42.0.151-443-36625-6,172.217.10.138,443,10.42.0.151,36625,6,22/06/2017 12:21:35,45,2,0,55,0,55,0,27.5,38.89087297,0,0,0,0,1222222.222,44444.44444,45,0,45,45,45,45,0,45,45,0,0,0,0,0,1,0,0,0,64,0,44444.44444,0,0,55,36.66666667,31.75426481,1008.333333,0,1,0,0,1,0,0,0,0,55,27.5,0,64,0,0,0,0,0,0,2,55,0,0,362,-1,0,32,0,0,0,0,0,0,0,0,Android_Scareware
51,172.217.10.138-10.42.0.151-443-36625-6,10.42.0.151,36625,172.217.10.138,443,6,22/06/2017 12:21:35,8594,4,0,61,0,38,0,15.25,18.64358692,0,0,0,0,7097.975332,465.4410054,2864.666667,4944.431346,8574,4,8594,2864.666667,4944.431346,8574,4,0,0,0,0,0,0,0,0,0,128,0,465.4410054,0,0,38,12.2,17.52712184,307.2,0,0,0,0,1,0,0,0,0,15.25,15.25,0,128,0,0,0,0,0,0,4,61,0,0,1901,-1,2,32,0,0,0,0,0,0,0,0,Android_Scareware
52,172.217.11.42-10.42.0.151-443-35098-6,10.42.0.151,35098,172.217.11.42,443,6,22/06/2017 12:19:37,1283332,21,15,6876,5761,1368,0,327.4285714,503.8545,1418,0,384.0666667,488.1834355,9847.023218,28.0519772,36666.62857,76477.17645,397270,16,1283332,64166.6,100036.1259,397270,16,1244313,88879.5,124868.6932,436072,46,0,0,0,0,680,488,16.36365336,11.68832383,0,1418,341.5405405,487.6778647,237829.6997,0,0,0,1,0,0,0,0,0,351.0277778,327.4285714,384.0666667,680,0,0,0,0,0,0,21,6876,15,5761,65535,477,9,32,0,0,0,0,0,0,0,0,Android_Scareware
53,10.42.0.151-31.13.71.3-51522-443-6,10.42.0.151,51522,31.13.71.3,443,6,22/06/2017 12:21:39,250602,6,7,1080,201,537,0,180,260.2437319,137,0,28.71428571,50.07898523,5111.691048,51.8750848,20883.5,32147.3241,108721,14,112041,22408.2,32666.95641,75697,21,220739,36789.83333,46324.51601,108721,14,0,0,0,0,200,232,23.94234683,27.93273797,0,537,91.5,183.2697675,33587.80769,0,0,0,1,0,0,0,0,1,98.53846154,180,28.71428571,200,0,0,0,0,0,0,6,1080,7,201,65535,122,3,32,0,0,0,0,0,0,0,0,Android_Scareware
54,10.42.0.151-31.13.71.3-51522-443-6,10.42.0.151,51522,31.13.71.3,443,6,22/06/2017 12:21:39,10337,2,1,31,0,31,0,15.5,21.92031022,0,0,0,0,2998.935861,290.2195995,5168.5,7109.958685,10196,141,141,141,0,141,141,0,0,0,0,0,1,0,0,0,64,32,193.479733,96.7398665,0,31,15.5,17.89785834,320.3333333,0,1,0,0,1,0,0,0,0,20.66666667,15.5,0,64,0,0,0,0,0,0,2,31,1,0,1369,122,0,32,0,0,0,0,0,0,0,0,Android_Scareware
55,172.217.11.42-10.42.0.151-443-45346-6,10.42.0.151,45346,172.217.11.42,443,6,22/06/2017 12:21:40,590415,9,9,1498,727,915,0,166.4444444,327.4061358,455,0,80.77777778,152.1962366,3768.535691,30.48703031,34730.29412,38837.46054,127061,43,554627,69328.375,78666.71435,203379,861,553681,69210.125,70511.15586,164271,43,0,0,0,0,296,296,15.24351515,15.24351515,0,915,117.1052632,246.1218972,60575.9883,0,0,0,1,0,0,0,0,1,123.6111111,166.4444444,80.77777778,296,0,0,0,0,0,0,9,1498,9,727,65535,362,4,32,0,0,0,0,0,0,0,0,Android_Scareware
56,172.217.10.138-10.42.0.151-443-59292-6,172.217.10.138,443,10.42.0.151,59292,6,22/06/2017 12:21:53,45,2,0,55,0,55,0,27.5,38.89087297,0,0,0,0,1222222.222,44444.44444,45,0,45,45,45,45,0,45,45,0,0,0,0,0,1,0,0,0,64,0,44444.44444,0,0,55,36.66666667,31.75426481,1008.333333,0,1,0,0,1,0,0,0,0,55,27.5,0,64,0,0,0,0,0,0,2,55,0,0,340,-1,0,32,0,0,0,0,0,0,0,0,Android_Scareware
57,172.217.10.138-10.42.0.151-443-59292-6,172.217.10.138,443,10.42.0.151,59292,6,22/06/2017 12:21:53,30026,1,3,0,0,0,0,0,0,0,0,0,0,0,133.2178778,10008.66667,16895.58787,29518,236,0,0,0,0,0,508,254,25.45584412,272,236,0,0,0,0,32,108,33.30446946,99.91340838,0,0,0,0,0,0,0,0,0,1,1,0,0,3,0,0,0,32,0,0,0,0,0,0,1,0,3,0,340,1546,0,32,0,0,0,0,0,0,0,0,Android_Scareware
58,169.47.5.250-10.42.0.151-443-36702-6,169.47.5.250,443,10.42.0.151,36702,6,22/06/2017 12:19:51,108002269,8,9,736,142,374,0,92,159.4696568,49,0,15.77777778,21.83333333,8.129458836,0.1574041,6750141.813,19020759.23,68117509,2077,108000192,15428598.86,27371785.53,68117509,83404,107978302,13497287.75,25992779.49,68302764,45562,1,0,0,0,256,288,0.074072518,0.083331583,0,374,69.55555556,133.8507607,17916.02614,0,1,0,0,1,0,0,0,1,73.64705882,92,15.77777778,256,0,0,0,0,0,0,8,736,9,142,514,1720,2,32,397073.5,136223.4143,493398,300749,53525359.5,20636415.73,68117509,38933210,Android_Scareware
59,172.217.10.138-10.42.0.151-443-55182-6,10.42.0.151,55182,172.217.10.138,443,6,22/06/2017 12:22:09,36918,1,1,0,0,0,0,0,0,0,0,0,0,0,54.17411561,36918,0,36918,36918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,27.0870578,27.0870578,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,32,0,0,0,0,0,0,1,0,1,0,4250,383,0,32,0,0,0,0,0,0,0,0,Android_Scareware
60,10.42.0.151-123.125.104.197-44027-80-6,10.42.0.151,44027,123.125.104.197,80,6,22/06/2017 12:22:08,1092921,3,4,398,469,398,0,132.6666667,229.7854071,469,0,117.25,234.5,793.2869805,6.404854514,182153.5,167056.9859,378753,3,789835,394917.5,22860.05513,411082,378753,790038,263346,455927.7481,789806,3,0,0,0,0,80,92,2.744937649,3.659916865,0,469,108.375,201.5666763,40629.125,0,0,0,1,0,0,0,0,1,123.8571429,132.6666667,117.25,80,0,0,0,0,0,0,3,398,4,469,65535,123,1,20,0,0,0,0,0,0,0,0,Android_Scareware
61,10.42.0.151-123.125.104.197-44027-80-6,10.42.0.151,44027,123.125.104.197,80,6,22/06/2017 12:22:09,21210,2,0,0,0,0,0,0,0,0,0,0,0,0,94.2951438,21210,0,21210,21210,21210,21210,0,21210,21210,0,0,0,0,0,0,0,0,0,40,0,94.2951438,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,0,0,0,0,0,0,2,0,0,0,1386,-1,0,20,0,0,0,0,0,0,0,0,Android_Scareware
62,10.42.0.151-123.125.104.197-44026-80-6,10.42.0.151,44026,123.125.104.197,80,6,22/06/2017 12:22:08,1627800,3,2,398,0,398,0,132.6666667,229.7854071,0,0,0,0,244.5017815,3.071630421,406950,348340.9197,909636,104976,1321096,660548,352263.6278,909636,411460,1321316,1321316,0,1321316,1321316,0,0,0,0,80,52,1.842978253,1.228652169,0,398,66.33333333,162.4828196,26400.66667,0,0,0,1,0,0,0,0,0,79.6,132.6666667,0,80,0,0,0,0,0,0,3,398,2,0,65535,123,1,20,0,0,0,0,0,0,0,0,Android_Scareware
63,180.149.153.242-10.42.0.151-80-58725-6,10.42.0.151,58725,180.149.153.242,80,6,22/06/2017 12:22:09,518721,3,4,414,498,414,0,138,239.0230114,498,0,124.5,249,1758.170577,13.49473031,86453.5,132919.6061,258064,9,260618,130309,183658.2585,260175,443,260687,86895.66667,150473.935,260648,9,0,0,0,0,80,92,5.783455846,7.711274462,0,498,114,212.2774465,45061.71429,0,0,0,1,0,0,0,0,1,130.2857143,138,124.5,80,0,0,0,0,0,0,3,414,4,498,65535,123,1,20,0,0,0,0,0,0,0,0,Android_Scareware
64,10.42.0.151-123.125.104.197-44026-80-6,123.125.104.197,80,10.42.0.151,44026,6,22/06/2017 12:22:10,203433,2,3,469,0,469,0,234.5,331.6330804,0,0,0,0,2305.42734,24.57811663,50858.25,59313.76974,114967,388,426,426,0,426,426,88040,44020,61704.96615,87652,388,0,0,0,0,40,72,9.831246651,14.74686998,0,469,78.16666667,191.4684482,36660.16667,0,0,0,0,1,0,0,0,1,93.8,234.5,0,40,0,0,0,0,0,0,2,469,3,0,123,1386,1,20,0,0,0,0,0,0,0,0,Android_Scareware
65,180.149.153.242-10.42.0.151-80-58725-6,10.42.0.151,58725,180.149.153.242,80,6,22/06/2017 12:22:10,87246,3,0,0,0,0,0,0,0,0,0,0,0,0,34.38553057,43623,13160.67141,52929,34317,87246,43623,13160.67141,52929,34317,0,0,0,0,0,0,0,0,0,60,0,34.38553057,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,60,0,0,0,0,0,0,3,0,0,0,1386,-1,0,20,0,0,0,0,0,0,0,0,Android_Scareware
66,180.149.153.242-10.42.0.151-80-58724-6,10.42.0.151,58724,180.149.153.242,80,6,22/06/2017 12:22:09,946763,3,4,414,498,414,0,138,239.0230114,498,0,124.5,249,963.2822575,7.393613819,157793.8333,182790.903,428095,33,688577,344288.5,118520.2889,428095,260482,688567,229522.3333,397309.6631,688296,33,0,0,0,0,80,92,3.168691637,4.224922182,0,498,114,212.2774465,45061.71429,0,0,0,1,0,0,0,0,1,130.2857143,138,124.5,80,0,0,0,0,0,0,3,414,4,498,65535,123,1,20,0,0,0,0,0,0,0,0,Android_Scareware
67,180.149.153.242-10.42.0.151-80-58724-6,10.42.0.151,58724,180.149.153.242,80,6,22/06/2017 12:22:10,45205,3,0,0,0,0,0,0,0,0,0,0,0,0,66.36434023,22602.5,23790.60765,39425,5780,45205,22602.5,23790.60765,39425,5780,0,0,0,0,0,0,0,0,0,60,0,66.36434023,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,60,0,0,0,0,0,0,3,0,0,0,1386,-1,0,20,0,0,0,0,0,0,0,0,Android_Scareware
68,172.217.10.130-10.42.0.151-443-48146-6,10.42.0.151,48146,172.217.10.130,443,6,22/06/2017 12:22:17,409484,11,9,853,5291,470,0,77.54545455,149.2202155,1418,0,587.8888889,610.4931295,15004.24925,48.84195719,21551.78947,26510.46381,77162,19,409484,40948.4,59852.25313,157771,19,315310,39413.75,42002.03251,100889,51,0,0,0,0,372,296,26.86307646,21.97888074,0,1418,292.5714286,478.7164684,229169.4571,0,0,0,1,0,0,0,0,0,307.2,77.54545455,587.8888889,372,0,0,0,0,0,0,11,853,9,5291,65535,349,4,32,0,0,0,0,0,0,0,0,Android_Scareware
69,172.217.10.130-10.42.0.151-443-48146-6,172.217.10.130,443,10.42.0.151,48146,6,22/06/2017 12:22:17,28,2,0,0,0,0,0,0,0,0,0,0,0,0,71428.57143,28,0,28,28,28,28,0,28,28,0,0,0,0,0,0,0,0,0,64,0,71428.57143,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,64,0,0,0,0,0,0,2,0,0,0,349,-1,0,32,0,0,0,0,0,0,0,0,Android_Scareware
70,172.217.10.130-10.42.0.151-443-43808-6,10.42.0.151,43808,172.217.10.130,443,6,22/06/2017 12:22:17,229095,8,5,778,637,470,0,97.25,168.9790773,494,0,127.4,214.085964,6176.477007,56.74501844,19091.25,17314.20672,47405,116,229095,32727.85714,39369.43766,106162,116,170422,42605.5,31381.60462,76632,611,0,0,0,0,264,168,34.92001135,21.82500709,0,494,101.0714286,174.7540972,30538.99451,0,0,0,1,0,0,0,0,0,108.8461538,97.25,127.4,264,0,0,0,0,0,0,8,778,5,637,65535,349,4,32,0,0,0,0,0,0,0,0,Android_Scareware
71,180.149.153.242-10.42.0.151-80-58726-6,10.42.0.151,58726,180.149.153.242,80,6,22/06/2017 12:22:10,10722753,3,1,0,0,0,0,0,0,0,0,0,0,0,0.373038528,3574251,5890256.806,10374594,66253,10722753,5361376.5,7089760.18,10374594,348159,0,0,0,0,0,0,0,0,0,80,32,0.279778896,0.093259632,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,3,0,1,0,65535,14600,0,20,0,0,0,0,0,0,0,0,Android_Scareware
72,180.149.153.242-10.42.0.151-443-45404-6,10.42.0.151,45404,180.149.153.242,443,6,22/06/2017 12:22:10,10519638,8,8,516,3378,318,0,64.5,123.6619817,1460,0,422.25,647.2938723,370.1648289,1.520964885,701309.2,1970481.708,7704427,46,2815165,402166.4286,518228.3271,1526100,2444,10261441,1465920.143,2833759.442,7778921,46,0,0,0,0,192,172,0.760482442,0.760482442,0,1460,229.0588235,474.845958,225478.6838,0,0,0,1,0,0,0,0,1,243.375,64.5,422.25,192,0,0,0,0,0,0,8,516,8,3378,65535,131,2,20,2815165,0,2815165,2815165,7704427,0,7704427,7704427,Android_Scareware
73,180.149.153.242-10.42.0.151-443-45406-6,10.42.0.151,45406,180.149.153.242,443,6,22/06/2017 12:22:10,10637616,2,2,0,0,0,0,0,0,0,0,0,0,0,0.376024102,3545872,5815585.69,10260616,116412,377000,377000,0,377000,377000,10377028,10377028,0,10377028,10377028,0,0,0,0,60,52,0.188012051,0.188012051,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,60,0,0,0,0,0,0,2,0,2,0,65535,115,0,20,0,0,0,0,0,0,0,0,Android_Scareware
74,180.149.153.242-10.42.0.151-443-45406-6,10.42.0.151,45406,180.149.153.242,443,6,22/06/2017 12:22:21,5037884,2,0,0,0,0,0,0,0,0,0,0,0,0,0.39699207,5037884,0,5037884,5037884,5037884,5037884,0,5037884,5037884,0,0,0,0,0,0,0,0,0,40,0,0.39699207,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,0,0,0,0,0,0,2,0,0,0,1369,-1,0,20,0,0,0,0,0,0,0,0,Android_Scareware
75,10.42.0.151-58.63.236.212-49600-443-6,10.42.0.151,49600,58.63.236.212,443,6,22/06/2017 12:22:12,14253113,4,1,0,0,0,0,0,0,0,0,0,0,0,0.350800558,3563278.25,6253782.272,12924477,67359,14253113,4751037.667,7086434.239,12924477,327098,0,0,0,0,0,0,0,0,0,120,32,0.280640447,0.070160112,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,4,0,1,0,65535,14600,0,20,0,0,0,0,0,0,0,0,Android_Scareware
76,10.42.0.151-58.63.236.212-49600-443-6,10.42.0.151,49600,58.63.236.212,443,6,22/06/2017 12:22:29,259675,1,1,0,0,0,0,0,0,0,0,0,0,0,7.701935111,259675,0,259675,259675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,3.850967556,3.850967556,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,20,0,0,0,0,0,0,1,0,1,0,1369,115,0,20,0,0,0,0,0,0,0,0,Android_Scareware
77,180.149.153.242-10.42.0.151-443-45405-6,10.42.0.151,45405,180.149.153.242,443,6,22/06/2017 12:22:10,26762785,12,10,1410,4770,447,0,117.5,184.4576818,1460,0,477,582.411462,230.9176717,0.822037019,1274418.333,5415382.861,24904440,5,1858299,168936.2727,180562.2925,433873,14,26504796,2944977.333,8272751.402,24999476,5,0,0,0,0,260,212,0.448383829,0.37365319,0,1460,268.6956522,437.3226846,191251.1304,0,0,0,1,0,0,0,0,0,280.9090909,117.5,477,260,0,0,0,0,0,0,12,1410,10,4770,65535,148,4,20,1858299,0,1858299,1858299,24904440,0,24904440,24904440,Android_Scareware
78,220.243.219.55-10.42.0.151-80-56556-6,10.42.0.151,56556,220.243.219.55,80,6,22/06/2017 12:22:20,30424674,6,6,356,1899,356,0,59.33333333,145.3363914,633,0,316.5,346.7083789,74.11747452,0.394416716,2765879.455,9010083.245,29930378,72,494296,98859.2,189605.6241,437723,72,30408893,6081778.6,13335428.74,29935497,21436,0,0,0,0,164,132,0.197208358,0.197208358,0,633,173.4615385,279.5304442,78137.26923,0,0,0,1,0,0,0,0,1,187.9166667,59.33333333,316.5,164,0,0,0,0,0,0,6,356,6,1899,65535,123,1,20,0,0,0,0,0,0,0,0,Android_Scareware
79,220.243.219.55-10.42.0.151-80-56556-6,10.42.0.151,56556,220.243.219.55,80,6,22/06/2017 12:22:51,11931979,2,0,0,0,0,0,0,0,0,0,0,0,0,0.167616788,11931979,0,11931979,11931979,11931979,11931979,0,11931979,11931979,0,0,0,0,0,0,0,0,0,40,0,0.167616788,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,0,0,0,0,0,0,2,0,0,0,1389,-1,0,20,0,0,0,0,0,0,0,0,Android_Scareware
80,180.149.153.242-10.42.0.151-443-45405-6,10.42.0.151,45405,180.149.153.242,443,6,22/06/2017 12:22:37,26442293,3,0,0,0,0,0,0,0,0,0,0,0,0,0.113454608,13221146.5,18650561.49,26409085,33208,26442293,13221146.5,18650561.49,26409085,33208,0,0,0,0,0,0,0,0,0,60,0,0.113454608,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,60,0,0,0,0,0,0,3,0,0,0,1528,-1,0,20,0,0,0,0,0,0,0,0,Android_Scareware
81,172.217.11.42-10.42.0.151-443-40681-6,10.42.0.151,40681,172.217.11.42,443,6,22/06/2017 12:19:12,757768,13,11,3605,4354,1368,0,277.3076923,479.7150864,1418,0,395.8181818,582.9701224,10503.2147,31.67196292,32946.43478,53261.63732,246777,6,757768,63147.33333,85241.8493,283704,95,625088,62508.8,92796.36963,283447,6,0,0,0,0,424,372,17.15564658,14.51631634,0,1418,318.36,514.3490935,264554.99,0,0,0,1,0,0,0,0,0,331.625,277.3076923,395.8181818,424,0,0,0,0,0,0,13,3605,11,4354,65535,391,6,32,0,0,0,0,0,0,0,0,Android_Scareware
82,172.217.11.42-10.42.0.151-443-41848-6,10.42.0.151,41848,172.217.11.42,443,6,22/06/2017 12:19:13,2773440,69,55,76045,2284,1368,0,1102.101449,517.7052632,574,0,41.52727273,141.2730289,28242.54356,44.70981885,22548.29268,89417.06514,903028,2,2773440,40785.88235,123308.2111,903028,2,2692316,49857.7037,152002.3448,1011288,15,0,0,0,0,2216,1768,24.87885081,19.83096804,0,1368,626.632,660.6674599,436481.4925,0,0,0,1,0,0,0,0,0,631.6854839,1102.101449,41.52727273,2216,0,0,0,0,0,0,69,76045,55,2284,65535,1559,62,32,0,0,0,0,0,0,0,0,Android_Scareware
83,172.217.11.42-10.42.0.151-443-37806-6,10.42.0.151,37806,172.217.11.42,443,6,22/06/2017 12:19:16,488153,14,13,10923,721,1368,0,780.2142857,666.5793482,578,0,55.46153846,161.9015212,23853.17718,55.31052764,18775.11538,34195.72519,142615,5,488153,37550.23077,74692.86186,265290,5,308844,25737,44723.06811,141786,13,0,0,0,0,456,424,28.67953285,26.63099479,0,1368,415.8571429,602.7971045,363364.3492,0,0,0,1,0,0,0,0,0,431.2592593,780.2142857,55.46153846,456,0,0,0,0,0,0,14,10923,13,721,65535,511,10,32,0,0,0,0,0,0,0,0,Android_Scareware
84,10.42.0.151-58.63.236.212-49601-443-6,10.42.0.151,49601,58.63.236.212,443,6,22/06/2017 12:22:12,70531286,41,36,3714,41950,602,0,90.58536585,201.7676852,1460,0,1165.277778,510.210467,647.4290005,1.091714108,928043.2368,7406460.384,64626320,5,5904924,147623.1,255760.3831,1128991,11,70271132,2007746.629,10920623.42,64738076,5,0,0,0,0,1020,732,0.581302317,0.510411791,0,1460,585.4358974,656.8907001,431505.3919,0,0,0,1,0,0,0,0,0,593.038961,90.58536585,1165.277778,1020,0,0,0,0,0,0,41,3714,36,41950,65535,169,8,20,5904924,0,5904924,5904924,64626320,0,64626320,64626320,Android_Scareware
85,10.42.0.151-58.63.236.212-49599-443-6,10.42.0.151,49599,58.63.236.212,443,6,22/06/2017 12:22:12,84886436,23,15,4678,11641,570,0,203.3913043,257.541654,1460,0,776.0666667,622.1148799,192.2450838,0.447656914,2294228,10665937.87,64921337,34,19964976,907498.9091,1655756.375,7210688,88,84632659,6045189.929,17240728.93,65001760,34,0,0,0,0,528,312,0.270950238,0.176706677,0,1460,418.4358974,513.8806842,264073.3576,0,0,0,1,0,0,0,0,0,429.4473684,203.3913043,776.0666667,528,0,0,0,0,0,0,23,4678,15,11641,65535,158,10,20,6377144,8023867.329,12050875,703413,36066012.5,40807591.25,64921337,7210688,Android_Scareware
86,172.217.10.132-10.42.0.151-443-60036-6,10.42.0.151,60036,172.217.10.132,443,6,22/06/2017 12:19:37,527928,9,8,1144,854,584,0,127.1111111,241.0339418,455,0,106.75,165.0166658,3784.606992,32.20136079,32995.5,62347.71709,250060,3,527928,65991,80551.38508,250060,12,487139,69591.28571,105145.5623,289138,3,0,0,0,0,296,264,17.04777924,15.15358155,0,584,111,198.5527045,39423.17647,0,0,0,1,0,0,0,0,0,117.5294118,127.1111111,106.75,296,0,0,0,0,0,0,9,1144,8,854,65535,349,3,32,0,0,0,0,0,0,0,0,Android_Scareware
87,172.217.6.238-10.42.0.151-443-48798-6,10.42.0.151,48798,172.217.6.238,443,6,22/06/2017 12:19:25,12421430,21,21,8647,3453,1368,0,411.7619048,547.0661665,511,0,164.4285714,210.7869947,974.1229472,3.381253205,302961.7073,1465941.931,9328116,3,12421430,621071.5,2079179.573,9328116,3,12382710,619135.5,2115978.513,9471148,9,0,0,0,0,672,684,1.690626603,1.690626603,0,1368,313.2093023,453.9679325,206086.8837,0,0,0,0,1,0,0,0,1,320.6666667,411.7619048,164.4285714,672,0,0,0,0,0,0,21,8647,21,3453,2743,1099,8,32,355946,0,355946,355946,9328116,0,9328116,9328116,Android_Scareware
88,172.217.3.97-10.42.0.151-443-48418-6,10.42.0.151,48418,172.217.3.97,443,6,22/06/2017 12:19:38,394865,12,11,629,10233,257,0,52.41666667,99.7592177,1418,0,930.2727273,645.2063377,27508.13569,58.24775556,17948.40909,26334.6774,103550,7,394865,35896.81818,31421.39958,103550,7,318503,31850.3,52629.74948,147157,12,0,0,0,0,392,360,30.39013334,27.85762223,0,1418,452.5833333,622.3683319,387342.3406,0,0,0,1,0,0,0,0,0,472.2608696,52.41666667,930.2727273,392,0,0,0,0,0,0,12,629,11,10233,65535,349,3,32,0,0,0,0,0,0,0,0,Android_Scareware
